 "course" , "topic" , "lable" , "dbr_link" , "slide" , "lab" , "lecture" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Lisp_(programming_language)" , "Lisp_(programming_language)" , "http://dbpedia.org/resource/Lisp_(programming_language)" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Lisp_(programming_language)" , "Lisp_(programming_language)" , "http://dbpedia.org/resource/Lisp_(programming_language)" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-1-intro-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture1" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Lisp_(programming_language)" , "Lisp_(programming_language)" , "http://dbpedia.org/resource/Lisp_(programming_language)" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Labs/COMP_472_Lab1.pdf" , "http://focu.io/data#COMP472_lab1" , "http://focu.io/data#COMP472_lecture1" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Algorithm" , "Algorithm" , "http://dbpedia.org/resource/Algorithm" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Algorithm" , "Algorithm" , "http://dbpedia.org/resource/Algorithm" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-6-ML-1-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture6" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Algorithm" , "Algorithm" , "http://dbpedia.org/resource/Algorithm" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-1-intro-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture1" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Algorithm" , "Algorithm" , "http://dbpedia.org/resource/Algorithm" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-2-search-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture2" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Algorithm" , "Algorithm" , "http://dbpedia.org/resource/Algorithm" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-8-DL-Winter2020-short.pdf" ,  , "http://focu.io/data#COMP472_lecture8" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Algorithm" , "Algorithm" , "http://dbpedia.org/resource/Algorithm" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-3-adversarial-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture3" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Algorithm" , "Algorithm" , "http://dbpedia.org/resource/Algorithm" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Labs/COMP_472_Lab2.pdf" , "http://focu.io/data#COMP472_lab2" , "http://focu.io/data#COMP472_lecture2" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Algorithm" , "Algorithm" , "http://dbpedia.org/resource/Algorithm" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Labs/COMP_472_Lab1.pdf" , "http://focu.io/data#COMP472_lab1" , "http://focu.io/data#COMP472_lecture1" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Algorithm" , "Algorithm" , "http://dbpedia.org/resource/Algorithm" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Labs/COMP_472_Lab3.pdf" , "http://focu.io/data#COMP472_lab3" , "http://focu.io/data#COMP472_lecture3" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#DNA_sequencing" , "DNA_sequencing" , "http://dbpedia.org/resource/DNA_sequencing" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#DNA_sequencing" , "DNA_sequencing" , "http://dbpedia.org/resource/DNA_sequencing" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-5-NLP-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture5" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Day6" , "Day6" , "http://dbpedia.org/resource/Day6" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Day6" , "Day6" , "http://dbpedia.org/resource/Day6" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-4-NB-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture4" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#International_Institute_for_Strategic_Studies" , "International_Institute_for_Strategic_Studies" , "http://dbpedia.org/resource/International_Institute_for_Strategic_Studies" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#International_Institute_for_Strategic_Studies" , "International_Institute_for_Strategic_Studies" , "http://dbpedia.org/resource/International_Institute_for_Strategic_Studies" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-5-NLP-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture5" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Natural-language_generation" , "Natural-language_generation" , "http://dbpedia.org/resource/Natural-language_generation" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Natural-language_generation" , "Natural-language_generation" , "http://dbpedia.org/resource/Natural-language_generation" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-5-NLP-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture5" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Adjective_phrase" , "Adjective_phrase" , "http://dbpedia.org/resource/Adjective_phrase" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Adjective_phrase" , "Adjective_phrase" , "http://dbpedia.org/resource/Adjective_phrase" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-5-NLP-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture5" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#College_of_Osteopathic_Medicine_of_the_Pacific" , "College_of_Osteopathic_Medicine_of_the_Pacific" , "http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#College_of_Osteopathic_Medicine_of_the_Pacific" , "College_of_Osteopathic_Medicine_of_the_Pacific" , "http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-6-ML-1-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture6" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#College_of_Osteopathic_Medicine_of_the_Pacific" , "College_of_Osteopathic_Medicine_of_the_Pacific" , "http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Labs/COMP_472_Lab2.pdf" , "http://focu.io/data#COMP472_lab2" , "http://focu.io/data#COMP472_lecture2" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#The_Algorithm" , "The_Algorithm" , "http://dbpedia.org/resource/The_Algorithm" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#The_Algorithm" , "The_Algorithm" , "http://dbpedia.org/resource/The_Algorithm" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Labs/COMP_472_Lab2.pdf" , "http://focu.io/data#COMP472_lab2" , "http://focu.io/data#COMP472_lecture2" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Infinite_loop" , "Infinite_loop" , "http://dbpedia.org/resource/Infinite_loop" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Infinite_loop" , "Infinite_loop" , "http://dbpedia.org/resource/Infinite_loop" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-2-search-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture2" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Intelligence" , "Intelligence" , "http://dbpedia.org/resource/Intelligence" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Intelligence" , "Intelligence" , "http://dbpedia.org/resource/Intelligence" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-1-intro-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture1" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Intelligence" , "Intelligence" , "http://dbpedia.org/resource/Intelligence" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Labs/COMP_472_Lab1.pdf" , "http://focu.io/data#COMP472_lab1" , "http://focu.io/data#COMP472_lecture1" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Perceptron" , "Perceptron" , "http://dbpedia.org/resource/Perceptron" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Perceptron" , "Perceptron" , "http://dbpedia.org/resource/Perceptron" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-7-ML-2-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture7" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Perceptron" , "Perceptron" , "http://dbpedia.org/resource/Perceptron" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Labs/COMP_472_Lab1.pdf" , "http://focu.io/data#COMP472_lab1" , "http://focu.io/data#COMP472_lecture1" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Ken_Jennings" , "Ken_Jennings" , "http://dbpedia.org/resource/Ken_Jennings" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Ken_Jennings" , "Ken_Jennings" , "http://dbpedia.org/resource/Ken_Jennings" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-1-intro-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture1" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Deep_Cut" , "Deep_Cut" , "http://dbpedia.org/resource/Deep_Cut" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Deep_Cut" , "Deep_Cut" , "http://dbpedia.org/resource/Deep_Cut" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-3-adversarial-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture3" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Ian_Goodfellow" , "Ian_Goodfellow" , "http://dbpedia.org/resource/Ian_Goodfellow" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Ian_Goodfellow" , "Ian_Goodfellow" , "http://dbpedia.org/resource/Ian_Goodfellow" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Labs/COMP_472_Lab1.pdf" , "http://focu.io/data#COMP472_lab1" , "http://focu.io/data#COMP472_lecture1" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Milwaukee_Road_class_F7" , "Milwaukee_Road_class_F7" , "http://dbpedia.org/resource/Milwaukee_Road_class_F7" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Milwaukee_Road_class_F7" , "Milwaukee_Road_class_F7" , "http://dbpedia.org/resource/Milwaukee_Road_class_F7" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-6-ML-1-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture6" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Programming_language" , "Programming_language" , "http://dbpedia.org/resource/Programming_language" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Programming_language" , "Programming_language" , "http://dbpedia.org/resource/Programming_language" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-1-intro-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture1" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Programming_language" , "Programming_language" , "http://dbpedia.org/resource/Programming_language" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Labs/COMP_472_Lab1.pdf" , "http://focu.io/data#COMP472_lab1" , "http://focu.io/data#COMP472_lecture1" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Partial_derivative" , "Partial_derivative" , "http://dbpedia.org/resource/Partial_derivative" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Partial_derivative" , "Partial_derivative" , "http://dbpedia.org/resource/Partial_derivative" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-7-ML-2-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture7" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Meningitis" , "Meningitis" , "http://dbpedia.org/resource/Meningitis" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Meningitis" , "Meningitis" , "http://dbpedia.org/resource/Meningitis" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-4-NB-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture4" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Taxicab_geometry" , "Taxicab_geometry" , "http://dbpedia.org/resource/Taxicab_geometry" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Taxicab_geometry" , "Taxicab_geometry" , "http://dbpedia.org/resource/Taxicab_geometry" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-2-search-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture2" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Chicken" , "Chicken" , "http://dbpedia.org/resource/Chicken" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Chicken" , "Chicken" , "http://dbpedia.org/resource/Chicken" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-5-NLP-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture5" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Idiom" , "Idiom" , "http://dbpedia.org/resource/Idiom" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Idiom" , "Idiom" , "http://dbpedia.org/resource/Idiom" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-5-NLP-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture5" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Minimax" , "Minimax" , "http://dbpedia.org/resource/Minimax" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Minimax" , "Minimax" , "http://dbpedia.org/resource/Minimax" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-3-adversarial-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture3" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Minimax" , "Minimax" , "http://dbpedia.org/resource/Minimax" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Labs/COMP_472_Lab3.pdf" , "http://focu.io/data#COMP472_lab3" , "http://focu.io/data#COMP472_lecture3" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#ImageNet" , "ImageNet" , "http://dbpedia.org/resource/ImageNet" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#ImageNet" , "ImageNet" , "http://dbpedia.org/resource/ImageNet" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-8-DL-Winter2020-short.pdf" ,  , "http://focu.io/data#COMP472_lecture8" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#ImageNet" , "ImageNet" , "http://dbpedia.org/resource/ImageNet" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Labs/COMP_472_Lab1.pdf" , "http://focu.io/data#COMP472_lab1" , "http://focu.io/data#COMP472_lecture1" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Acoustics" , "Acoustics" , "http://dbpedia.org/resource/Acoustics" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Acoustics" , "Acoustics" , "http://dbpedia.org/resource/Acoustics" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-4-NB-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture4" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Acoustics" , "Acoustics" , "http://dbpedia.org/resource/Acoustics" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-5-NLP-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture5" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Paris" , "Paris" , "http://dbpedia.org/resource/Paris" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Paris" , "Paris" , "http://dbpedia.org/resource/Paris" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-5-NLP-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture5" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#System_3_(company)" , "System_3_(company)" , "http://dbpedia.org/resource/System_3_(company)" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#System_3_(company)" , "System_3_(company)" , "http://dbpedia.org/resource/System_3_(company)" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-6-ML-1-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture6" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Intuition" , "Intuition" , "http://dbpedia.org/resource/Intuition" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Intuition" , "Intuition" , "http://dbpedia.org/resource/Intuition" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-6-ML-1-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture6" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Intuition" , "Intuition" , "http://dbpedia.org/resource/Intuition" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-2-search-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture2" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Paraphrase" , "Paraphrase" , "http://dbpedia.org/resource/Paraphrase" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Paraphrase" , "Paraphrase" , "http://dbpedia.org/resource/Paraphrase" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-5-NLP-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture5" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Sam_Loyd" , "Sam_Loyd" , "http://dbpedia.org/resource/Sam_Loyd" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Sam_Loyd" , "Sam_Loyd" , "http://dbpedia.org/resource/Sam_Loyd" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-2-search-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture2" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Rule-based_machine_translation" , "Rule-based_machine_translation" , "http://dbpedia.org/resource/Rule-based_machine_translation" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Rule-based_machine_translation" , "Rule-based_machine_translation" , "http://dbpedia.org/resource/Rule-based_machine_translation" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-7-ML-2-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture7" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Rule-based_machine_translation" , "Rule-based_machine_translation" , "http://dbpedia.org/resource/Rule-based_machine_translation" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Labs/COMP_472_Lab1.pdf" , "http://focu.io/data#COMP472_lab1" , "http://focu.io/data#COMP472_lecture1" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Fritz_(chess)" , "Fritz_(chess)" , "http://dbpedia.org/resource/Fritz_(chess)" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Fritz_(chess)" , "Fritz_(chess)" , "http://dbpedia.org/resource/Fritz_(chess)" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-1-intro-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture1" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Graph_theory" , "Graph_theory" , "http://dbpedia.org/resource/Graph_theory" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Graph_theory" , "Graph_theory" , "http://dbpedia.org/resource/Graph_theory" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-2-search-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture2" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Great_Britain" , "Great_Britain" , "http://dbpedia.org/resource/Great_Britain" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Great_Britain" , "Great_Britain" , "http://dbpedia.org/resource/Great_Britain" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-5-NLP-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture5" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Wikipedia" , "Wikipedia" , "http://dbpedia.org/resource/Wikipedia" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Wikipedia" , "Wikipedia" , "http://dbpedia.org/resource/Wikipedia" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-7-ML-2-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture7" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Mathematician" , "Mathematician" , "http://dbpedia.org/resource/Mathematician" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Mathematician" , "Mathematician" , "http://dbpedia.org/resource/Mathematician" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-5-NLP-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture5" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Partition_of_a_set" , "Partition_of_a_set" , "http://dbpedia.org/resource/Partition_of_a_set" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Partition_of_a_set" , "Partition_of_a_set" , "http://dbpedia.org/resource/Partition_of_a_set" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-6-ML-1-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture6" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Convolution" , "Convolution" , "http://dbpedia.org/resource/Convolution" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Convolution" , "Convolution" , "http://dbpedia.org/resource/Convolution" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-8-DL-Winter2020-short.pdf" ,  , "http://focu.io/data#COMP472_lecture8" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Sign_function" , "Sign_function" , "http://dbpedia.org/resource/Sign_function" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Sign_function" , "Sign_function" , "http://dbpedia.org/resource/Sign_function" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-7-ML-2-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture7" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Distribution_(mathematics)" , "Distribution_(mathematics)" , "http://dbpedia.org/resource/Distribution_(mathematics)" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Distribution_(mathematics)" , "Distribution_(mathematics)" , "http://dbpedia.org/resource/Distribution_(mathematics)" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-2-search-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture2" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Lexical_analysis" , "Lexical_analysis" , "http://dbpedia.org/resource/Lexical_analysis" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Lexical_analysis" , "Lexical_analysis" , "http://dbpedia.org/resource/Lexical_analysis" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-5-NLP-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture5" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Prune" , "Prune" , "http://dbpedia.org/resource/Prune" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Prune" , "Prune" , "http://dbpedia.org/resource/Prune" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-3-adversarial-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture3" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Google_Translate" , "Google_Translate" , "http://dbpedia.org/resource/Google_Translate" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Google_Translate" , "Google_Translate" , "http://dbpedia.org/resource/Google_Translate" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Labs/COMP_472_Lab1.pdf" , "http://focu.io/data#COMP472_lab1" , "http://focu.io/data#COMP472_lecture1" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Linear_separability" , "Linear_separability" , "http://dbpedia.org/resource/Linear_separability" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Linear_separability" , "Linear_separability" , "http://dbpedia.org/resource/Linear_separability" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-7-ML-2-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture7" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Regression_analysis" , "Regression_analysis" , "http://dbpedia.org/resource/Regression_analysis" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Regression_analysis" , "Regression_analysis" , "http://dbpedia.org/resource/Regression_analysis" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-7-ML-2-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture7" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Regression_analysis" , "Regression_analysis" , "http://dbpedia.org/resource/Regression_analysis" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-6-ML-1-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture6" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Moustache" , "Moustache" , "http://dbpedia.org/resource/Moustache" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Moustache" , "Moustache" , "http://dbpedia.org/resource/Moustache" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-6-ML-1-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture6" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Definiteness_of_a_matrix" , "Definiteness_of_a_matrix" , "http://dbpedia.org/resource/Definiteness_of_a_matrix" ,  ,  ,  ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Definiteness_of_a_matrix" , "Definiteness_of_a_matrix" , "http://dbpedia.org/resource/Definiteness_of_a_matrix" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Lectures/472-5-NLP-Winter2020.pdf" ,  , "http://focu.io/data#COMP472_lecture5" ,
 "http://focu.io/data#COMP472" , "http://focu.io/data#Definiteness_of_a_matrix" , "Definiteness_of_a_matrix" , "http://dbpedia.org/resource/Definiteness_of_a_matrix" , "file:///C:/Users/YZ/Desktop/COMP474/project/COMP472/Labs/COMP_472_Lab2.pdf" , "http://focu.io/data#COMP472_lab2" , "http://focu.io/data#COMP472_lecture2" ,
