 "course" ,
 "http://focu.io/data#COMP208" ,
 "http://focu.io/data#COMP333" ,
 "http://focu.io/data#COMP691" ,
 "http://focu.io/data#COMP6231" ,
 "http://focu.io/data#COMP739" ,
 "http://focu.io/data#COMP428" ,
 "http://focu.io/data#COMP5461" ,
 "http://focu.io/data#COMP6351" ,
 "http://focu.io/data#COMP890" ,
 "http://focu.io/data#COMP445" ,
 "http://focu.io/data#COMP346" ,
 "http://focu.io/data#COMP326" ,
 "http://focu.io/data#COMP6611" ,
 "http://focu.io/data#COMP6761" ,
 "http://focu.io/data#COMP476" ,
 "http://focu.io/data#COMP361" ,
 "http://focu.io/data#COMP7241" ,
 "http://focu.io/data#COMP6321" ,
 "http://focu.io/data#COMP5531" ,
 "http://focu.io/data#COMP7921" ,
 "http://focu.io/data#COMP233" ,
 "http://focu.io/data#COMP6531" ,
 "http://focu.io/data#COMP367" ,
 "http://focu.io/data#COMP759" ,
 "http://focu.io/data#COMP6461" ,
 "http://focu.io/data#COMP352" ,
 "http://focu.io/data#COMP6331" ,
 "http://focu.io/data#COMP425" ,
 "http://focu.io/data#COMP7531" ,
 "http://focu.io/data#COMP749" ,
 "http://focu.io/data#COMP5511" ,
 "http://focu.io/data#COMP490" ,
 "http://focu.io/data#COMP6641" ,
 "http://focu.io/data#COMP499" ,
 "http://focu.io/data#COMP6791" ,
 "http://focu.io/data#COMP6631" ,
 "http://focu.io/data#COMP477" ,
 "http://focu.io/data#COMP6781" ,
 "http://focu.io/data#COMP7941" ,
 "http://focu.io/data#COMP5611" ,
 "http://focu.io/data#COMP6811" ,
 "http://focu.io/data#COMP6731" ,
 "http://focu.io/data#COMP6411" ,
 "http://focu.io/data#COMP353" ,
 "http://focu.io/data#COMP248" ,
 "http://focu.io/data#COMP769" ,
 "http://focu.io/data#COMP6421" ,
 "http://focu.io/data#COMP442" ,
 "http://focu.io/data#COMP371" ,
 "http://focu.io/data#COMP6591" ,
 "http://focu.io/data#COMP218" ,
 "http://focu.io/data#COMP339" ,
 "http://focu.io/data#COMP7651" ,
 "http://focu.io/data#COMP474" ,
 "http://focu.io/data#COMP790" ,
 "http://focu.io/data#COMP6521" ,
 "http://focu.io/data#COMP249" ,
 "http://focu.io/data#COMP6721" ,
 "http://focu.io/data#COMP6281" ,
 "http://focu.io/data#COMP6481" ,
 "http://focu.io/data#COMP5201" ,
 "http://focu.io/data#COMP779" ,
 "http://focu.io/data#COMP6661" ,
 "http://focu.io/data#COMP495" ,
 "http://focu.io/data#COMP232" ,
 "http://focu.io/data#COMP6361" ,
 "http://focu.io/data#COMP5421" ,
 "http://focu.io/data#COMP6751" ,
 "http://focu.io/data#COMP426" ,
 "http://focu.io/data#COMP348" ,
 "http://focu.io/data#COMP6381" ,
 "http://focu.io/data#COMP6771" ,
 "http://focu.io/data#COMP5481" ,
 "http://focu.io/data#COMP492" ,
 "http://focu.io/data#COMP8901" ,
 "http://focu.io/data#COMP465" ,
 "http://focu.io/data#COMP791" ,
 "http://focu.io/data#COMP201" ,
 "http://focu.io/data#COMP432" ,
 "http://focu.io/data#COMP690" ,
 "http://focu.io/data#COMP6971" ,
 "http://focu.io/data#COMP354" ,
 "http://focu.io/data#COMP473" ,
 "http://focu.io/data#COMP6741" ,
 "http://focu.io/data#COMP6341" ,
 "http://focu.io/data#COMP6961" ,
 "http://focu.io/data#COMP729" ,
 "http://focu.io/data#COMP5261" ,
 "http://focu.io/data#COMP228" ,
 "http://focu.io/data#COMP6651" ,
 "http://focu.io/data#COMP6821" ,
 "http://focu.io/data#COMP376" ,
 "http://focu.io/data#COMP472" ,
 "http://focu.io/data#COMP7781" ,
 "http://focu.io/data#COMP108" ,
 "http://focu.io/data#COMP792" ,
 "http://focu.io/data#COMP498" ,
 "http://focu.io/data#COMP335" ,
 "http://focu.io/data#COMP478" ,
 "http://focu.io/data#COMP479" ,
 "http://focu.io/data#COMP427" ,
 "http://focu.io/data#COMP5541" ,
 "http://focu.io/data#COMP6311" ,
 "http://focu.io/data#COMP345" ,
 "http://focu.io/data#COMP5361" ,
