 "course_title" , "description" ,
 "Artificial Intelligence" , "Scope of AI. First-order logic. Automated reasoning. Search and heuristic search. Game-playing. Planning. Knowledge representation. Probabilistic reasoning. Introduction to machine learning. Introduction to natural language processing. Project. Lectures: three hours per week. Laboratory: two hours per week.
Prerequisite: COMP 352 or COEN 352.




" ,
